主編碼,屬性,詞目,音讀,文白屬性,部首
643,1,內奶,lai7-ling1/lai7-ni1,0,
644,1,公平,kong1-penn5/kong1-pinn5,0,
645,1,公母,kang1-bo2,0,
646,1,公民,kong1-bin5,0,
647,1,中用,tiong3-iong7,0,
648,1,中立,tiong1-lip8,0,
649,1,丹田,tan1-tian5,0,
650,1,公用,kong1-iong7,0,
651,1,冇石仔,phann3-tsioh8-a2,0,
652,1,予伊,hoo7 i1,0,
653,1,介在,kai3-tsai7,0,
654,1,公共,kong1-kiong7,0,
655,1,六合,liok8-hap8,0,
656,1,今年,kin1-ni5,0,
657,1,內地,lai7-te7/lai7-tue7,0,
658,1,凶年,hiong1-ni5,0,
659,1,中旬,tiong1-sun5,0,
660,1,冗早,liong7-tsa2,0,
661,1,不死鬼,put4-su2-kui2,0,
662,1,內行,lai7-hang5,0,
663,1,內行的,lai7-hang5--e5,0,
664,1,不而過,put4-ji5-ko3/put4-li5-ko3,0,
665,1,不但,put4-tan7,0,
666,1,分伻,pun1-phenn1,0,
667,1,分別,hun1-piat8,0,
668,1,不孝,put4-hau3,0,
669,1,不求人,put4-kiu5-jin5/put4-kiu5-lin5,0,
670,1,公里,kong1-li2,0,
671,1,分身,hun1-sin1,0,
672,1,公事,kong1-su7,0,
673,1,中和,tiong1-ho5,0,
674,1,內底,lai7-te2/lai7-tue2,0,
675,1,公所,kong1-soo2,0,
676,1,不服,put4-hok8,0,
677,1,分明,hun1-bing5,0,
678,1,不法,put4-huat4,0,
679,1,六法全書,Liok8-huat4-tsuan5-su1,0,
680,1,公的,kang1--e5,0,
681,1,分的,pun1--e5,0,
682,1,五金,ngoo2-kim1,0,
683,1,五金行,ngoo2-kim1-hang5,0,
684,1,中指,tiong1-tsainn2,0,
685,1,內政,lue7-tsing3,0,
686,1,五柳居,ngoo2-liu2-ki1/ngoo2-liu2-ku1,0,
687,1,中毒,tiong3-tok8,0,
688,1,丹毒,tan1-tok8,0,
689,1,冇炭,phann3-thuann3,0,
690,1,分派,hun1-phai3,0,
691,1,中秋,Tiong1-tshiu1,0,
692,1,內科,lai7-kho1,0,
693,1,中秋節,Tiong1-tshiu1-tseh4/Tiong1-tshiu1-tsueh4,0,
694,1,中秋餅,Tiong1-tshiu1-piann2,0,
695,1,中計,tiong3-ke3,0,
696,1,內衫,lai7-sann1,0,
697,1,中風,tiong3-hong1,0,
698,1,五香,ngoo2-hiang1,0,
699,1,元首,guan5-siu2,0,
700,1,內面,lai7-bin7,0,
701,1,允准,in2-tsun2/un2-tsun2,0,
702,1,內套,lai7-tho3,0,
703,1,元宵,Guan5-siau1,0,
704,1,內孫,lai7-sun1,0,
705,1,內容,lue7-iong5,0,
706,1,公家,kong1-ka1,0,
707,1,公家,kong1-ke1,0,
708,1,不時,put4-si5,0,
709,1,六書,liok8-su1,0,
710,1,元氣,guan5-khi3,0,
711,1,六畜,liok8-thiok4,0,
712,1,元神,guan5-sin5,0,
713,1,中脊,tiong1-tsit4,0,
714,1,分配,hun1-phue3/hun1-phe3,0,
715,1,不動產,put4-tong7-san2,0,
716,1,公婆,kong1-po5,0,
717,1,五彩,ngoo2-tshai2,0,
718,1,分張,pun1-tiunn1,0,
719,1,不得了,put4-tik4-liau2,0,
720,1,不得已,put4-tik4-i2,0,
721,1,內情,lue7-tsing5,0,
722,1,中晝,tiong1-tau3,0,
723,1,中晝時,tiong1-tau3-si5,0,
724,1,中晝飯,tiong1-tau3-png7,0,
725,1,中晝頓,tiong1-tau3-tng3,0,
726,1,公眾,kong1-tsiong3,0,
727,1,介紹,kai3-siau7,0,
728,1,中途,tiong1-too5,0,
729,1,內部,lue7-poo7,0,
730,1,冗剩,liong7-siong7,0,
731,1,內場,lai7-tiunn5,0,
732,1,公寓,kong1-gu7,0,
733,1,分散,hun1-suann3,0,
734,1,不敢當,put4-kam2-tong1,0,
735,1,分發,hun1-huat4,0,
736,1,中等,tiong1-ting2,0,
737,1,勾結,kau1-kiat4,0,
738,1,不答不七,put4-tap4-put4-tshit4,0,
739,1,五筋膎,goo7-kin1-ke5/goo7-kun1-kue5,0,
740,1,公費,kong1-hui3,0,
741,1,中間,tiong1-kan1,0,
742,1,公開,kong1-khai1,0,
743,1,公開,kong1-khui1,0,
744,1,分開,hun1-khui1,0,
745,1,中傷,tiong3-siong1,0,
746,1,內傷,lai7-siong1,0,
747,1,公債,kong1-tse3,0,
748,1,公園,kong1-hng5,0,
749,1,內媽,lai7-ma2,0,
750,1,公媽,kong1-ma2,0,
751,1,中意,ting3-i3,0,
752,1,仁愛,jin5-ai3/lin5-ai3,0,
753,1,仁慈,jin5-tsu5/lin5-tsu5,0,
754,1,凶煞,hiong1-suah4,0,
755,1,不義,put4-gi7,0,
756,1,仁義,jin5-gi7/lin5-gi7,0,
757,1,內裡,lai7-li2,0,
758,1,勼跤,kiu1-kha1,0,
759,1,五路,ngoo2-loo7,0,
760,1,公路,kong1-loo7,0,
761,1,公道,kong1-to7,0,
762,1,不滿,put4-buan2,0,
763,1,五福,ngoo2-hok4,0,
764,1,不管時,put4-kuan2-si5,0,
765,1,內閣,lue7-koh4,0,
766,1,冇數,phann3-siau3,0,
767,1,分數,hun1-soo3,0,
768,1,五穀,ngoo2-kok4,0,
769,1,中學,tiong1-hak8,0,
770,1,公學校,kong1-hak8-hau7,0,
771,1,公親,kong1-tshin1,0,
772,1,分錢,pun1-tsinn5,0,
773,1,公館,kong1-kuan2,0,
774,1,冇蟳,phann3-tsim5,0,
775,1,中醫,tiong1-i1,0,
776,1,分類,hun1-lui7,0,
777,1,分鐘,hun1-tsing1,0,
778,1,分攤,hun1-thuann1,0,
779,1,五臟,ngoo2-tsong7,0,
780,1,化,hua1,4,匕
781,1,化,hua3,0,匕
782,1,匹,phit4,0,匚
783,1,升,tsin1,2,十
784,1,升,sing1,1,十
785,1,午,goo7,2,十
786,1,午,ngoo2,1,十
787,1,厄,eh4,0,厂
788,1,友,iu2,0,又
789,1,反,huan2,1,又
790,1,反,ping2,2,又
791,1,壬,jim5/lim5,0,士
792,1,天,thian1,1,大
793,1,天,thinn1,2,大
794,1,太,thai3,0,大
795,1,夫,hu1,0,大
796,1,少,tsio2,2,小
797,1,尺,tshe1,4,尸
798,1,尺,tshioh4,2,尸
799,1,廿,jiap8/liap8,0,廾
800,1,引,in2,0,弓
801,1,心,sim1,0,心
802,1,戶,hoo7,0,戶
803,1,手,tshiu2,2,手
804,1,支,ki1,2,支
805,1,文,bun5,0,文
806,1,斗,tau2,2,斗
807,1,斤,kin1/kun1,0,斤
808,1,方,hng1,2,方
809,1,方,hong1,1,方
810,1,日,jit8/lit8,0,日
811,1,月,guat8,1,月
812,1,月,gueh8/geh8,2,月
813,1,木,bak8,2,木
814,1,木,bok8,1,木
815,1,欠,khiam3,0,欠
816,1,止,tsi2,0,止
817,1,歹,phainn2,4,歹
818,1,毋,m7,4,毋
819,1,比,pi2,0,比
820,1,毛,mng5,2,毛
821,1,毛,moo5,1,毛
822,1,氏,si7,0,氏
823,1,水,tsui2,2,水
824,1,水,sui2,1,水
825,1,歹𤆬頭,phainn2-tshua7-thau5,0,
826,1,手䘼,tshiu2-ng2,0,
827,1,廿一,jiap8-it4/liap8-it4,0,
828,1,夫人,hu1-jin5/hu1-lin5,0,
829,1,歹人,phainn2-lang5,0,
830,1,天九牌,thian1-kiu2-pai5,0,
831,1,天下,thian1-ha7,0,
832,1,天才,thian1-tsai5,0,
833,1,少女,siau3-li2/siau3-lu2,0,
834,1,戶口,hoo7-khau2,0,
835,1,手下,tshiu2-ha7,0,
836,1,手工,tshiu2-kang1,0,
837,1,日子,jit8-tsi2/lit8-tsi2,0,
838,1,木工,bak8-kang1,0,
839,1,毋才,m7-tsiah4,0,
840,1,水土,tsui2-thoo2,0,
841,1,孔子公,Khong2-tsu2-kong1,0,
842,1,手巾仔,tshiu2-kin1-a2/tshiu2-kun1-a2,0,
843,1,戶口名,hoo7-khau2-mia5,0,
844,1,月下老人,guat8-ha7-noo2-jin5/guat8-ha7-noo2-lin5,0,
845,1,戶口抄本,hoo7-khau2-tshau1-pun2,0,
847,1,天井,thinn1-tsenn2/thinn1-tsinn2,0,
848,1,天公,Thinn1-kong1,0,
849,1,月中,gueh8-tiong1/geh8-tiong1,0,
850,1,月內,gueh8-lai7/geh8-lai7,0,
851,1,水井,tsui2-tsenn2/tsui2-tsinn2,0,
852,1,天公生,Thinn1-kong1-senn1/Thinn1-kong1-sinn1,0,
853,1,月內房,gueh8-lai7-pang5/geh8-lai7-pang5,0,
854,1,天公金,Thinn1-kong1-kim1,0,
855,1,月內風,gueh8-lai7-hong1/geh8-lai7-hong1,0,
856,1,天公祖,Thinn1-kong1-tsoo2,0,
857,1,反天,huan2-thinn1,0,
858,1,天文,thian1-bun5,0,
859,1,太太,thai3-thai3,0,
860,1,文化,bun5-hua3,0,
861,1,月日,gueh8-jit8/geh8-lit8,0,
862,1,歹天,phainn2-thinn1,0,
863,1,歹心,phainn2-sim1,0,
864,1,歹手爪,phainn2-tshiu2-jiau2/phainn2-tshiu2-niau2,0,
865,1,文文仔笑,bun5-bun5-a2-tshio3,0,
866,1,天反地亂,thinn1-huan2-te7-luan7/thinn1-huan2-tue7-luan7,0,
867,1,木心枋,bok8-sim1-pang1,0,
868,1,日月蚶,jit8-guat8-ham1/lit8-guat8-ham1,0,
869,1,日月蟶,jit8-guat8-than1/lit8-guat8-than1,0,
870,1,反爿,ping2-ping5,0,
871,1,心火,sim1-hue2/sim1-he2,0,
872,1,手爪,tshiu2-jiau2/tshiu2-niau2,0,
873,1,水牛,tsui2-gu5,0,
874,1,斗仔,tau2-a2,0,
875,1,歹代,phainn2-tai7,0,
876,1,水仙,tsui2-sian1,0,
877,1,支出,tsi1-tshut4,0,
878,1,月半,gueh8-puann3/geh8-puann3,0,
879,1,月外日,gueh8-gua7-jit8/geh8-gua7-lit8,0,
880,1,反正,huan2-tsing3,0,
881,1,太平,thai3-ping5,0,
882,1,文市,bun5-tshi7,0,
883,1,文旦,bun5-tan3,0,
884,1,水母,tsui2-bo2,0,
885,1,反目,huan2-bok8,0,
886,1,手目,tshiu2-bak8,0,
887,1,木瓜,bok8-kue1,0,
888,1,欠用,khiam3-ing7,0,
889,1,毋甘,m7-kam1,0,
890,1,水田,tsui2-tshan5,0,
891,1,太白星,Thai3-pik8-tshenn1/Thai3-pik8-tshinn1,0,
892,1,太白粉,thai3-peh8-hun2,0,
893,1,太白酒,thai3-peh8-tsiu2,0,
894,1,毋甘嫌,m7-kam1 hiam5,0,
895,1,反白睚,ping2-peh8-kainn5,0,
896,1,毋甘願,m7 kam1-guan7,0,
897,1,天光,thinn1-kng1,0,
898,1,文件,bun5-kiann7,0,
899,1,月光暝,gueh8-kng1-me5/geh8-kng1-mi5,0,
900,1,日光燈,jit8-kong1-ting1/lit8-kong1-ting1,0,
901,1,手印,tshiu2-in3,0,
902,1,方向,hong1-hiong3,0,
903,1,木匠,bak8-tshiunn7,0,
904,1,歹囝,phainn2-kiann2,0,
905,1,天地,thinn1-te7/thinn1-tue7,0,
906,1,少年,siau3-lian5,0,
907,1,文字,bun5-ji7/bun5-li7,0,
908,1,方式,hong1-sik4,0,
909,1,欠安,khiam3-an1,0,
910,1,毋好,m7 ho2,0,
911,1,水圳,tsui2-tsun3,0,
912,1,歹年冬,phainn2-ni5-tang1,0,
913,1,少年家,siau3-lian5-ke1,0,
914,1,毋好勢,m7 ho2-se3,0,
915,1,手曲,tshiu2-khiau1,0,
916,1,歹死,phainn2-si2,0,
917,1,毋成,m7-tsiann5,0,
918,1,毋成人,m7-tsiann5-lang5,0,
919,1,手扞仔,tshiu2-huann7-a2,0,
920,1,毋成囝,m7-tsiann5-kiann2,0,
921,1,毋成物,m7-tsiann5-mih8/m7-tsiann5-mngh8,0,
922,1,毋成猴,m7-tsiann5-kau5,0,
923,1,毋成樣,m7-tsiann5-iunn7,0,
924,1,天色,thinn1-sik4,0,
925,1,心血,sim1-hiat4,0,
926,1,心行,sim1-hing7,0,
927,1,月色,gueh8-sik4/geh8-sik4,0,
928,1,木耳,bok8-ni2,0,
929,1,欠血,khiam3-hueh4/khiam3-huih4,0,
930,1,止血,tsi2-hueh4/tsi2-huih4,0,
931,1,毋但,m7-na7,0,
932,1,毋免,m7-bian2,0,
933,1,夫君,hu1-kun1,0,
934,1,手尾,tshiu2-bue2/tshiu2-be2,0,
935,1,月尾,gueh8-bue2/geh8-be2,0,
936,1,手尾力,tshiu2-bue2-lat8/tshiu2-be2-lat8,0,
937,1,毛尾仔,mng5-bue2-a2/mng5-be2-a2,0,
938,1,手尾錢,tshiu2-bue2-tsinn5/tshiu2-be2-tsinn5,0,
939,1,歹扭搦,phainn2-liu2-lak8,0,
940,1,反抗,huan2-khong3,0,
941,1,夭折,iau2-tsiat4,0,
942,1,木材,bok8-tsai5,0,
943,1,反肚,ping2-too7,0,
944,1,心肝,sim1-kuann1,0,
945,1,手肚,tshiu2-too2,0,
946,1,水災,tsui2-tsai1,0,
947,1,心狂火著,sim1-kong5-hue2-toh8/sim1-kong5-he2-toh8,0,
948,1,心肝仔囝,sim1-kuann1-a2-kiann2,0,
949,1,反肚痧,ping2-too7-sua1,0,
950,1,心肝窟仔,sim1-kuann1-khut4-a2,0,
951,1,歹育飼,phainn2-io1-tshi7,0,
952,1,心肝頭,sim1-kuann1-thau5,0,
953,1,化身,hua3-sin1,0,
954,1,反車,ping2-tshia1,0,
955,1,天良,thian1-liong5,0,
956,1,文言,bun5-gian5,0,
957,1,文身,bun5-sin1,0,
958,1,方言,hong1-gian5,0,
959,1,水車,tsui2-tshia1,0,
960,1,水芋仔,tsui2-oo7-a2,0,
961,1,心事,sim1-su7,0,
962,1,比並,pi2-phing7,0,
963,1,反來反去,ping2-lai5-ping2-khi3,0,
964,1,月來香,gueh8-lai5-hiong1/geh8-lai5-hiong1,0,
965,1,月初,gueh8-tshe1/geh8-tshue1,0,
966,1,歹命,phainn2-mia7,0,
967,1,毛呼,moo5-honn1,0,
968,1,歹命人,phainn2-mia7-lang5,0,
969,1,太妹,thai3-mue7,0,
970,1,夫妻,hu1-tshe1,0,
971,1,手底,tshiu2-te2/tshiu2-tue2,0,
972,1,文官,bun5-kuann1,0,
973,1,歹性地,phainn2-sing3-te7/phainn2-sing3-tue7,0,
974,1,毋拄好,m7-tu2-ho2,0,
975,1,文明,bun5-bing5,0,
976,1,水果,tsui2-ko2,0,
977,1,孔明車,khong2-bing5-tshia1,0,
978,1,方法,hong1-huat4,0,
979,1,比武,pi2-bu2,0,
980,1,歹物,phainn2-mih8/phainn2-mngh8,0,
981,1,水疱,tsui2-pha7,0,
982,1,天狗熱,thian1-kau2-jiat8/thian1-kau2-liat8,0,
983,1,友的,iu2--e5,0,
984,1,太空,thai3-khong1,0,
985,1,歹空,phainn2-khang1,0,
986,1,毋知,m7 tsai1,0,
987,1,毋知人,m7-tsai1-lang5,0,
988,1,毋知死,m7-tsai1-si2,0,
989,1,毋知影,m7 tsai1-iann2,0,
990,1,手股,tshiu2-koo2,0,
991,1,木蝨,bak8-sat4,0,
992,1,水門,tsui2-mng5,0,
993,1,方便,hong1-pian7,0,
994,1,太保,thai3-po2,0,
995,1,歹剃頭,phainn2-thi3-thau5,0,
996,1,日後,jit8-au7/lit8-au7,0,
997,1,手指,tshiu2-tsi2,0,
998,1,支持,tsi1-tshi5,0,
999,1,毋挃,m7-tih8,0,
1000,1,毋是,m7 si7,0,
1001,1,水拹仔,tsui2-hiap8-a2,0,
1002,1,毋是勢,m7-si7-se3,0,
1003,1,手指頭仔,tshiu2-tsing2-thau5-a2,0,
1004,1,止枵,tsi2-iau1,0,
1005,1,手段,tshiu2-tuann7,0,
1006,1,水泉,tsui2-tsuann5,0,
1007,1,反省,huan2-sing2,0,
1008,1,月眉,gueh8-bai5/geh8-bai5,0,
1009,1,歹看,phainn2-khuann3,0,
1010,1,歹看相,phainn2-khuann3-siunn3,0,
1011,1,反背,huan2-pue7,0,
1012,1,水紅仔色,tsui2-ang5-a2-sik4,0,
1013,1,巴郎,pa1-lang1,0,
1014,1,手面,tshiu2-bin7,0,
1015,1,方面,hong1-bin7,0,
1016,1,歹食,phainn2-tsiah8,0,
1017,1,手風琴,tshiu2-hong1-khim5,0,
1018,1,月俸,gueh8-hong7/geh8-hong7,0,
1019,1,毋值,m7-tat8,0,
1020,1,毋准,m7-tsun2,0,
1021,1,反倒轉,huan2-to3-tng2,0,
1022,1,月娘,gueh8-niu5/geh8-niu5,0,
1023,1,木屐,bak8-kiah8,0,
1024,1,水庫,tsui2-khoo3,0,
1025,1,反悔,huan2-hue2,0,
1026,1,天庭,thian1-ting5,0,
1027,1,午時,goo7-si5,0,
1028,1,及時,kip8-si5,0,
1029,1,天時,thian1-si5,0,
1030,1,日時,jit8--si5/lit8--si5,0,
1031,1,毋捌,m7 bat4,0,
1032,1,午時水,goo7-si5-tsui2,0,
1033,1,日時仔,jit8--si5-a2/lit8--si5-a2,0,
1034,1,及格,kip8-keh4,0,
1035,1,反桌,ping2-toh4,0,
1036,1,文書,bun5-su1,0,
1037,1,月桃,geh8-tho5,0,
1038,1,天氣,thinn1-khi3,0,
1039,1,水氣,tsui2-khi3,0,
1040,1,反症,huan2-tsing3,0,
1041,1,止疼,tsi2-thiann3,0,
1042,1,毛病,moo5-penn7/moo5-pinn7,0,
1043,1,水珠,tsui2-tsu1,0,
1044,1,歹症頭,phainn2-tsing3-thau5,0,
1045,1,天秤,thian1-ping5,0,
1046,1,心神,sim1-sin5,0,
1047,1,少缺,tsio2-khueh4/tsio2-kheh4,0,
1048,1,手耙,tshiu2-pe7,0,
1049,1,欠缺,khiam3-khueh4/khiam3-kheh4,0,
1050,1,引起,in2-khi2,0,
1051,1,記持,ki3-ti5,0,
1052,1,手骨,tshiu2-kut4,0,
1053,1,天堂,thian1-tong5,0,
1054,1,夫婦,hu1-hu7,0,
1055,1,反常,huan2-siong5,0,
1056,1,日常,jit8-siong5/lit8-siong5,0,
1057,1,心情,sim1-tsing5,0,
1058,1,毋情願,m7-tsing5-guan7,0,
1059,1,手液,tshiu2-sioh8,0,
1060,1,水梨仔,tsui2-lai5-a2,0,
1061,1,心爽,sim1-song2,0,
1062,1,天理,thian1-li2,0,
1063,1,心理,sim1-li2,0,
1064,1,手痕,tshiu2-hun5,0,
1065,1,水產,tsui2-san2,0,
1066,1,支票,tsi1-phio3,0,
1067,1,文章,bun5-tsiong1,0,
1068,1,反船,ping2-tsun5,0,
1069,1,手術,tshiu2-sut8,0,
1070,1,毋通,m7-thang1,0,
1071,1,水貨,tsui2-hue3/tsui2-he3,0,
1072,1,天頂,thinn1-ting2,0,
1073,1,孔雀,khong2-tshiok4,0,
1074,1,木魚,bok8-hi5/bok8-hu5,0,
1075,1,木麻黃,bok8-mua5-hong5,0,
1076,1,歹喙,phainn2-tshui3,0,
1077,1,歹喙斗,phainn2-tshui3-tau2,0,
1078,1,止喙焦,tsi2 tshui3-ta1,0,
1079,1,比喻,pi2-ju7/pi2-lu7,0,
1080,1,心悶,sim1-bun7,0,
1081,1,支援,tsi1-uan7,0,
1082,1,毋敢,m7 kann2,0,
1083,1,水晶,tsui2-tsinn1,0,
1084,1,日期,jit8-ki5/lit8-ki5,0,
1085,1,木棉,bok8-mi5,0,
1086,1,引渡,in2-too7,0,
1087,1,歹款,phainn2-khuan2,0,
1088,1,毛毯,moo5-than2,0,
1089,1,天然,thian1-jian5/thian1-lian5,0,
1090,1,月琴,gueh8-khim5/geh8-khim5,0,
1091,1,天窗,thinn1-thang1,0,
1092,1,歹睏,phainn2-khun3,0,
1093,1,巴結,pa1-kiat4,0,
1094,1,手筆,tshiu2-pit4,0,
1095,1,月給,gueh8-kip4/geh8-kip4,0,
1096,1,水筆仔,tsui2-pit4-a2,0,
1097,1,手腕,tshiu2-uann2,0,
1098,1,手腕骨,tshiu2-uann2-kut4,0,
1099,1,毋著,m7-tioh8,0,
1100,1,文雅,bun5-nga2,0,
1101,1,手勢,tshiu2-se3,0,
1102,1,欠債,khiam3-tse3,0,
1103,1,歹勢,phainn2-se3,0,
1104,1,天意,thinn1-i3,0,
1105,1,心意,sim1-i3,0,
1106,1,歹意,phainn2-i3,0,
1107,1,月暗暝,gueh8-am3-me5/geh8-am3-mi5,0,
1108,1,斗概,tau2-kai3,0,
1109,1,水準,tsui2-tsun2,0,
1110,1,水溝,tsui2-kau1,0,
1111,1,太極拳,thai3-kik8-kun5,0,
1112,1,水源頭,tsui2-guan5-thau5,0,
1113,1,少爺,siau3-ia5,0,
1114,1,月經,gueh8-king1/geh8-king1,0,
1115,1,反腹,ping2-pak4,0,
1116,1,心腸,sim1-tng5,0,
1117,1,心腹,sim1-pak4,0,
1118,1,歹腹肚,phainn2-pak4-too2,0,
1119,1,歹話,phainn2-ue7,0,
1120,1,毛跤,mng5-kha1,0,
1121,1,手路,tshiu2-loo7,0,
1122,1,歹路,phainn2-loo7,0,
1123,1,歹運,phainn2-un7,0,
1124,1,毋過,m7-koh4,0,
1125,1,比較,pi2-kau3,0,
1126,1,水道,tsui2-to7,0,
1127,1,水道水,tsui2-to7-tsui2,0,
1128,1,手路菜,tshiu2-loo7-tshai3,0,
1129,1,水道頭,tsui2-to7-thau5,0,
1130,1,手銃,tshiu2-tshing3,0,
1131,1,水閘,tsui2-tsah8,0,
1132,1,水電,tsui2-tian7,0,
1133,1,手電仔,tshiu2-tian7-a2,0,
1134,1,反僥,huan2-hiau1,0,
1135,1,止嗽,tsi2-sau3,0,
1136,1,夭壽,iau2-siu7,0,
1137,1,夭壽仔,iau2-siu7-a2,0,
1138,1,夭壽短命,iau2-siu7-te2-mia7,0,
1139,1,反對,huan2-tui3,0,
1140,1,手摺簿仔,tshiu2-tsih4-phoo7-a2,0,
1141,1,太監,thai3-kam3,0,
1142,1,毋管,m7-kuan2,0,
1143,1,毛管,mng5-kng2/moo5-kng2,0,
1144,1,水管,tsui2-kong2,0,
1145,1,水蜜桃,tsui2-bit8-tho5,0,
1146,1,引誘,in2-iu2,0,
1147,1,日誌,jit8-tsi3/lit8-tsi3,0,
1148,1,心酸,sim1-sng1,0,
1149,1,水銀,tsui2-gin5/tsui2-gun5,0,
1150,1,歹銅舊錫,phainn2-tang5-ku7-siah4,0,
1151,1,引魂,in2-hun5,0,
1152,1,月餅,gueh8-piann2/geh8-piann2,0,
1153,1,水餃,tsui2-kiau2,0,
1154,1,少數,tsio2-soo3,0,
1155,1,欠數,khiam3-siau3,0,
1156,1,水槽,tsui2-tso5,0,
1157,1,手數料,tshiu2-soo3-liau7,0,
1158,1,手模,tshiu2-boo5,0,
1159,1,手盤,tshiu2-puann5,0,
1160,1,化緣,hua3-ian5,0,
1161,1,比論,pi2-lun7,0,
1162,1,心適,sim1-sik4,0,
1163,1,化學,hua3-hak8,0,
1164,1,文學,bun5-hak8,0,
1165,1,手擋,tshiu2-tong3,0,
1166,1,文憑,bun5-ping5,0,
1167,1,天橋,thian1-kio5,0,
1168,1,心機,sim1-ki1,0,
1169,1,戶橂,hoo7-ting7,0,
1170,1,手橐仔,tshiu2-lok4-a2,0,
1171,1,手機仔,tshiu2-ki1-a2,0,
1172,1,水燈,tsui2-ting1,0,
1173,1,歹積德,phainn2-tsik4-tik4,0,
1174,1,手錶仔,tshiu2-pio2-a2,0,
1175,1,心頭,sim1-thau5,0,
1176,1,戶頭,hoo7-thau5,0,
1177,1,手頭,tshiu2-thau5,0,
1178,1,日頭,jit8-thau5/lit8-thau5,0,
1179,1,月頭,gueh8-thau5/geh8-thau5,0,
1180,1,水頭,tsui2-thau5,0,
1181,1,日頭花,jit8-thau5-hue1/lit8-thau5-hue1,0,
1182,1,允頭路,in2-thau5-loo7/un2-thau5-loo7,0,
1183,1,水鴨,tsui2-ah4,0,
1184,1,水龍,tsui2-ling5,0,
1185,1,水龜,tsui2-ku1,0,
1186,1,水龍車,tsui2-ling5-tshia1,0,
1187,1,水鴛鴦,tsui2-uan1-iunn1,0,
1188,1,反應,huan2-ing3,0,
1189,1,手環,tshiu2-khuan5,0,
1190,1,天篷,thian1-pong5,0,
1191,1,水蕹菜,tsui2-ing3-tshai3,0,
1192,1,歹聲嗽,phainn2-siann1-sau3,0,
1193,1,水螺,tsui2-le5,0,
1194,1,歹講,phainn2-kong2,0,
1195,1,比賽,pi2-sai3,0,
1196,1,水觳仔,tsui2-khok4-a2,0,
1197,1,反輾轉,ping2-lian3-tng2,0,
1198,1,水櫃,tsui2-kui7,0,
1199,1,歹癖,phainn2-phiah4,0,
1200,1,水薸,tsui2-phio5,0,
1201,1,水薰吹,tsui2-hun1-tshue1/tsui2-hun1-tshe1,0,
1202,1,水雞,tsui2-ke1/tsui2-kue1,0,
1203,1,水雞泅,tsui2-ke1-siu5/tsui2-kue1-siu5,0,
1204,1,水獺,tsui2-thuah4,0,
1205,1,手藝,tshiu2-ge7,0,
1206,1,文藝,bun5-ge7,0,
1207,1,毛蟹,moo5-he7,0,
1208,1,心願,sim1-guan7,0,
1209,1,毋願,m7-guan7,0,
1210,1,文獻,bun5-hian3,0,
1211,1,戶籍,hoo7-tsik8,0,
1212,1,手續,tshiu2-siok8,0,
1213,1,手囊,tshiu2-long5,0,
1214,1,心臟,sim1-tsong7,0,
1215,1,斗籠,tau2-lang2,0,
1216,1,歹聽,phainn2-thiann1,0,
1217,1,心臟病,sim1-tsong7-penn7/sim1-tsong7-pinn7,0,
1218,1,化驗,hua3-giam7,0,
1219,1,毋驚,m7 kiann1,0,
1220,1,心驚膽嚇,sim1-kiann1-tann2-hiannh4,0,
1221,1,火,hue2/he2,2,火
1222,1,爪,jiau2/niau2,0,爪
1223,1,父,hu7,0,父
1224,1,爿,ping5,4,爿
1225,1,片,phinn3,2,片
1226,1,牙,ga5,1,牙
1227,1,牙,ge5,2,牙
1228,1,牛,gu5,2,牛
1229,1,王,ong5,0,玉   
1230,1,牛𡳞脬檨,gu5-lan7-pha1-suainn7,0,
1231,1,火大,hue2-tua7/he2-tua7,0,
1232,1,火山,hue2-suann1/he2-suann1,0,
1233,1,爪仔,jiau2-a2/niau2-a2,0,
1234,1,父兄,hu7-hing1,0,
1235,1,牛仔囝,gu5-a2-kiann2,0,
1236,1,牛仔褲,gu5-a2-khoo3,0,
1237,1,父母,hu7-bio2,0,
1238,1,牛奶,gu5-ling1/gu5-ni1,0,
1239,1,牛母,gu5-bo2,0,
1240,1,牛奶色,gu5-ling1-sik4/gu5-ni1-sik4,0,
1241,1,牛奶喙仔,gu5-ling1-tshui3-a2/gu5-ni1-tshui3-a2,0,
1242,1,牛奶糖,gu5-ling1-thng5/gu5-ni1-thng5,0,
1243,1,火石仔,hue2-tsioh8-a2/he2-tsioh8-a2,0,
1244,1,王后,ong5-hio7,0,
1245,1,火舌,hue2-tsih8/he2-tsih8,0,
1246,1,父老,hu7-lo2,0,
1247,1,火夾,hue2-ngeh4/he2-ngeh4,0,
1248,1,牛杙仔,gu5-khit8-a2,0,
1249,1,火災,hue2-tsai1/he2-tsai1,0,
1250,1,牛牢,gu5-tiau5,0,
1251,1,牛肚,gu5-too7,0,
1252,1,火車,hue2-tshia1/he2-tshia1,0,
1253,1,牛角,gu5-kak4,0,
1254,1,牛角花,gu5-kak4-hue1,0,
1255,1,火車站,hue2-tshia1-tsam7/he2-tshia1-tsam7,0,
1256,1,火車路,hue2-tshia1-loo7/he2-tshia1-loo7,0,
1257,1,火金蛄,hue2-kim1-koo1/he2-kim1-koo1,0,
1258,1,火屎,hue2-sai2/he2-sai2,0,
1259,1,牛屎色,gu5-sai2-sik4,0,
1260,1,牛屎鳥仔,gu5-sai2-tsiau2-a2,0,
1261,1,牛屎龜,gu5-sai2-ku1,0,
